date,open,high,low,close,volume,dividend,split
2020/4/2,12490,12790,12180,12320,16916473,0,1
2020/4/3,12530,12700,12090,12350,14062030,0,1
2020/4/6,12380,13530,12300,13420,21325426,0,1
2020/4/7,14020,14260,13340,13950,22973814,0,1
2020/4/8,14020,14690,13590,14540,26520461,0,1
2020/4/9,14540,14600,14240,14470,14976148,0,1
2020/4/10,14760,14810,14340,14690,13146685,0,1
2020/4/13,14390,14540,14000,14000,11441854,0,1
2020/4/14,14200,15050,14140,14920,15619377,0,1
2020/4/15,14800,14970,14660,14810,9934633,0,1
2020/4/16,14370,14520,14200,14410,11989777,0,1
2020/4/17,14980,15350,14890,15260,16438391,0,1
2020/4/20,14860,15140,14840,14980,9876644,0,1
2020/4/21,14650,14760,14220,14350,11898218,0,1
2020/4/22,14080,14150,13730,14150,13288733,0,1
2020/4/23,14350,14570,14270,14560,9613943,0,1
2020/4/24,14430,14470,14190,14330,7972257,0,1
2020/4/27,14630,15140,14590,15070,11992379,0,1
2020/4/28,15100,15190,14870,15060,8640905,0,1
2020/4/30,15860,15990,15720,15730,11455969,0,1
2020/5/1,15350,15350,14730,14890,12125501,0,1
2020/5/7,14590,15000,14560,14920,7398837,0,1
2020/5/8,15360,15690,15250,15680,11127117,0,1
2020/5/11,15940,16240,15890,16010,9570200,0,1
2020/5/12,16060,16120,15850,15990,8553419,0,1
2020/5/13,15550,15920,15480,15830,8526061,0,1
2020/5/14,15610,15700,15230,15230,10169462,0,1
2020/5/15,15650,15680,15140,15420,10364429,0,1
2020/5/18,15600,15710,15400,15610,6466205,0,1
2020/5/19,16380,16420,16070,16100,10349914,0,1
2020/5/20,16090,16460,16070,16340,7831292,0,1
2020/5/21,16520,16560,16170,16260,7913675,0,1
2020/5/22,16300,16360,15900,15990,8940712,0,1
2020/5/25,16460,16540,16290,16540,7366946,0,1
2020/5/26,16900,17490,16850,17390,13433720,0,1
2020/5/27,17350,17720,17180,17670,12504782,0,1
2020/5/28,18070,18460,17890,18460,19143886,0,1
2020/5/29,18220,18530,18090,18360,13324993,0,1
2020/6/1,18490,18870,18440,18700,11776152,0,1
2020/6/2,18880,19280,18790,19170,12187992,0,1
2020/6/3,19900,20000,19370,19650,15643729,0,1
2020/6/4,20100,20120,19440,19760,15125070,0,1
2020/6/5,19660,20070,19510,20060,9999219,0,1
2020/6/8,20560,20610,20360,20570,10625912,0,1
2020/6/9,20550,20640,20180,20480,9888358,0,1
2020/6/10,20170,20610,20110,20480,8960784,0,1
2020/6/11,19920,20200,19360,19380,14251641,0,1
2020/6/12,18340,19170,18160,19060,20809158,0,1
